,Point Estimate,Lower Bound,Upper Bound
28.470184,0.962800875273523,0.9433106575963719,0.978448275862069
28.647429,0.9646017699115044,0.9461822809356442,0.980561555075594
28.824675,0.965675057208238,0.9461294944207191,0.9817351598173516
29.001919,0.9617224880382775,0.9420219501899535,0.9792171697061399
29.179165,0.9631449631449631,0.942643391521197,0.9805825242718447
29.35641,0.9629629629629629,0.9420581577017504,0.9807692307692307
29.533653,0.9622166246851386,0.9408529215637244,0.9801019654204226
29.7109,0.9624060150375939,0.9411689097232724,0.9803921568627451
29.888144,0.9624060150375939,0.9423412962786714,0.9783132530120482
30.06539,0.9641025641025641,0.9445910290237467,0.9824561403508771
30.242634,0.9627659574468085,0.9417912022965214,0.9815351653726654
30.41988,0.9627659574468085,0.9411685641998735,0.9793840867036743
30.597124,0.9625668449197861,0.9414893617021277,0.9790575916230366
30.77437,0.9625668449197861,0.9402092242813019,0.981039874059218
30.951614,0.9615384615384616,0.9391158610638815,0.9806094182825484
31.128859,0.9641873278236914,0.9441340782122905,0.9831484213169293
31.306105,0.96398891966759,0.9428571428571428,0.9836065573770492
31.483349,0.9722222222222222,0.9541740248474145,0.989010989010989
31.660595,0.9745042492917847,0.9565217391304348,0.9890710382513661
31.83784,0.9761904761904762,0.9580775196594762,0.9911517400669556
32.015083,0.9759036144578314,0.9597523219814241,0.990990990990991
32.19233,0.9785932721712538,0.961751011557896,0.991044776119403
32.369576,0.98125,0.9646302250803859,0.9938271604938271
32.54682,0.9840255591054313,0.9675324675324676,0.9967845659163987
32.724064,0.9833887043189369,0.9664429530201343,0.9967213114754099
32.90131,0.9863013698630136,0.9722222222222222,0.996721845463769
33.078556,0.9858156028368794,0.971217808362006,0.9965635738831615
33.2558,0.9848484848484849,0.9689922480620154,0.996480144404332
33.433044,0.987012987012987,0.9688888888888889,1.0
33.61029,0.9863013698630136,0.9674418604651163,1.0
33.787537,0.9853658536585366,0.9655172413793104,1.0
33.96478,0.9948186528497409,0.979381443298969,1.0
34.142025,0.9942196531791907,0.9820359281437125,1.0
34.31927,0.9937888198757764,0.9802650689905592,1.0
34.496513,0.993006993006993,0.9777694235588972,1.0
34.67376,0.992,0.975609756097561,1.0
34.851006,1.0,1.0,1.0
35.02825,1.0,1.0,1.0
35.205494,1.0,1.0,1.0
35.38274,1.0,1.0,1.0
35.559986,1.0,1.0,1.0
