genus,date,dbh,latitude,longitude
Fagus,2021-01-01,0.10300000000000001,49.636754065987624,10.349031267335443
Fagus,2021-01-01,0.132,49.63680183320004,10.3490242231417
Fagus,2021-01-01,0.22899999999999998,49.63618002619118,10.349649758980233
Quercus,2021-01-01,0.565,49.63630397132781,10.349142768258465
Quercus,2021-01-01,0.7490000000000001,49.63628832982183,10.348596845276552
Quercus,2021-01-01,0.62,49.63677146133154,10.34919205904728
Quercus,2021-01-01,0.726,49.6363778071308,10.349261245112391
Quercus,2021-01-01,0.69,49.63625332193903,10.348925378369797
Quercus,2021-01-01,0.9229999999999999,49.636024130765044,10.348741394106217
Quercus,2021-01-01,0.78,49.63674096814188,10.348712579267433
Quercus,2021-01-01,0.374,49.63626633643838,10.348706771567434
Quercus,2021-01-01,0.62,49.636081973435154,10.349417896597126
Quercus,2021-01-01,0.513,49.6362215812084,10.349043487309014
Quercus,2021-01-01,0.44299999999999995,49.636218942401726,10.349038770804246
Quercus,2021-01-01,0.51,49.63624189517336,10.34860419563068
Quercus,2021-01-01,0.419,49.63619860467339,10.348620443774337
Quercus,2021-01-01,0.675,49.63648252365255,10.349283971474225
Quercus,2021-01-01,0.677,49.63611427568694,10.349152996514169
Quercus,2021-01-01,0.8190000000000001,49.63605811274151,10.348675190528208
Quercus,2021-01-01,0.465,49.63678697141219,10.349509268919991
Quercus,2021-01-01,0.614,49.636600817425794,10.349277840461491
Quercus,2021-01-01,0.7909999999999999,49.63652873646926,10.348943698218378
Quercus,2021-01-01,0.74,49.63603983253014,10.349516589934826
Quercus,2021-01-01,0.6970000000000001,49.63655561966529,10.348672765766716
Quercus,2021-01-01,0.455,49.63684567756546,10.349500148739928
Quercus,2021-01-01,0.43700000000000006,49.63606163909958,10.349084362342353
Quercus,2021-01-01,0.5589999999999999,49.636442346078915,10.349322806944809
Quercus,2021-01-01,0.639,49.63655976712152,10.34932659283029
Quercus,2021-01-01,0.47100000000000003,49.63663331327272,10.34916109483737
Quercus,2021-01-01,0.354,49.636169153566065,10.348832917347945
Quercus,2021-01-01,0.436,49.63647481444549,10.348963208166591
Quercus,2021-01-01,0.639,49.63616414155064,10.34923024725955
Quercus,2021-01-01,0.6890000000000001,49.636159838977456,10.348913514404448
Quercus,2021-01-01,0.42,49.63591021340865,10.348649899563503
Quercus,2021-01-01,0.5489999999999999,49.63670303354839,10.34921975105179
Quercus,2021-01-01,0.42200000000000004,49.63643181504942,10.348876104292712
Quercus,2021-01-01,0.513,49.635995067777,10.349054120103565
Quercus,2021-01-01,0.593,49.63606208730597,10.349665640623558
Quercus,2021-01-01,0.743,49.636117934099566,10.348604719338331
Quercus,2021-01-01,0.465,49.63642344781905,10.349210300791027
Quercus,2021-01-01,0.795,49.63663861782735,10.349302000002524
Quercus,2021-01-01,0.595,49.636334797130374,10.348716287315023
Quercus,2021-01-01,0.747,49.63618602463068,10.348771097005859
