genus,date,dbh,latitude,longitude
Acer,2020-01-01,0.2239999961853027,50.3547645349023,9.900332836467456
Fagus,2020-01-01,0.38,50.3547084715216,9.899052065326657
Acer,2020-01-01,0.37799999237060544,50.35410335120951,9.899396480061416
Acer,2020-01-01,0.08,50.35438094461341,9.900406371057008
Acer,2020-01-01,0.3029999923706055,50.35435823823205,9.899945848472543
Acer,2020-01-01,0.4,50.353876777715016,9.899220505654982
Acer,2020-01-01,0.2939999961853027,50.35419939466462,9.899150098610477
Acer,2020-01-01,0.28,50.35387430069333,9.899406248922782
Acer,2020-01-01,0.35099998474121086,50.35380963914659,9.899087141851291
Acer,2020-01-01,0.4240000152587891,50.353985771801725,9.899787417674247
Acer,2020-01-01,0.47,50.35463805162359,9.900282969594336
Fagus,2020-01-01,0.2970000076293945,50.35407152792188,9.899897539000836
Fagus,2020-01-01,0.44900001525878913,50.35415633497024,9.900140228544371
Acer,2020-01-01,0.245,50.3546977547086,9.900242045635881
Acer,2020-01-01,0.255,50.354745768523564,9.900082493667693
Acer,2020-01-01,0.36200000762939455,50.3538526906589,9.899871859340045
Acer,2020-01-01,0.34099998474121085,50.35468403807317,9.900263519826636
Acer,2020-01-01,0.365,50.353927151111144,9.900030219281732
Acer,2020-01-01,0.31,50.35401735351711,9.899128752961127
Acer,2020-01-01,0.4290000152587891,50.35437502437129,9.899203736719766
Acer,2020-01-01,0.37,50.35456306119734,9.900092459979598
Acer,2020-01-01,0.3089999961853027,50.35401132955325,9.90025488589775
Acer,2020-01-01,0.2929999923706055,50.353915167254804,9.900060489720506
Acer,2020-01-01,0.1469999980926514,50.353863125249184,9.899489638463121
Acer,2020-01-01,0.32400001525878913,50.35402701076768,9.900443807695284
Fagus,2020-01-01,0.42599998474121087,50.35396898640492,9.900425470754781
Acer,2020-01-01,0.1710000038146973,50.353848761500224,9.899800449457524
Fagus,2020-01-01,0.44799999237060545,50.35426398272893,9.900408341989367
Fagus,2020-01-01,0.34,50.35389127953725,9.899708820275881
Fagus,2020-01-01,0.33,50.354247813186944,9.900255099502173
Fagus,2020-01-01,0.46,50.354178816561934,9.899017348611238
Fagus,2020-01-01,0.3259999847412109,50.35449105015846,9.900404022874719
Fagus,2020-01-01,0.35200000762939454,50.35440316051523,9.899023347525015
Fagus,2020-01-01,0.3020000076293945,50.35386321159759,9.900336128701218
Fagus,2020-01-01,0.2020000076293945,50.35447526699771,9.90033847335649
Fagus,2020-01-01,0.2889999961853027,50.35420820196825,9.900439410476922
Fagus,2020-01-01,0.3270000076293945,50.35447411996304,9.898979575815412
Fagus,2020-01-01,0.145,50.35458892259425,9.900237885156422
Fagus,2020-01-01,0.1160000038146973,50.353932951073624,9.90031550224523
Fagus,2020-01-01,0.1069999980926514,50.35465166441516,9.899474328700524
Fagus,2020-01-01,0.45900001525878914,50.354211538619815,9.900395680325346
Fagus,2020-01-01,0.2829999923706055,50.35413828627723,9.899065422132447
Fagus,2020-01-01,0.1010000038146973,50.35400240493458,9.900469479469136
Fagus,2020-01-01,0.33400001525878914,50.35438315600819,9.898986099883388
Fagus,2020-01-01,0.205,50.35463335041461,9.900198440749243
Fagus,2020-01-01,0.2139999961853027,50.354432799009835,9.900026111665825
Fagus,2020-01-01,0.39400001525878914,50.3538627539471,9.899094214339444
Fagus,2020-01-01,0.2470000076293945,50.35400389972626,9.899022438584982
Fagus,2020-01-01,0.17799999237060551,50.35392853478957,9.899093653200179
Fagus,2020-01-01,0.25,50.354751490406485,9.899975278624805
Fagus,2020-01-01,0.1,50.353994283697524,9.900233988960041
