genus,date,dbh,latitude,longitude
Fagus,2021-01-01,0.17,49.51266800378742,12.125677762610271
Fagus,2021-01-01,0.177,49.512656264584756,12.125693071592563
Fagus,2021-01-01,0.282,49.51293529644698,12.125757794177122
Fagus,2021-01-01,0.265,49.51273867397283,12.125504753336411
Fagus,2021-01-01,0.235,49.51268014451141,12.126182471893506
Fagus,2021-01-01,0.41100000000000003,49.51299886301132,12.125546648113325
Fagus,2021-01-01,0.21,49.512528146632945,12.125079747733702
Fagus,2021-01-01,0.19399999999999998,49.512501924731595,12.125020568635234
Fagus,2021-01-01,0.22399999999999998,49.512925220937106,12.12549271271295
Fagus,2021-01-01,0.242,49.51265027478222,12.125378389830884
Fagus,2021-01-01,0.25,49.512918330927775,12.12552731225497
Fagus,2021-01-01,0.17800000000000002,49.51272277701605,12.125415213353952
Fagus,2021-01-01,0.18600000000000003,49.512653156777034,12.125328987106483
Fagus,2021-01-01,0.275,49.51260212972332,12.125615741836546
Fagus,2021-01-01,0.32899999999999996,49.5128206639786,12.125731959227739
Fagus,2021-01-01,0.165,49.51275026909517,12.125681004169305
Fagus,2021-01-01,0.174,49.512711188584,12.125576667337917
Fagus,2021-01-01,0.086,49.51283349235255,12.125926020054411
Fagus,2021-01-01,0.121,49.51262700588113,12.125701429813486
Fagus,2021-01-01,0.327,49.51283631365774,12.126230109715017
Fagus,2021-01-01,0.19,49.51285302479854,12.125806357606177
Fagus,2021-01-01,0.25,49.512625664542554,12.125674748083942
Fagus,2021-01-01,0.366,49.51292843718048,12.125643904829444
Fagus,2021-01-01,0.264,49.51292072551557,12.125574424563153
Fagus,2021-01-01,0.193,49.51272224996184,12.126267889638491
Fagus,2021-01-01,0.113,49.512724965241205,12.125394300122162
Fagus,2021-01-01,0.136,49.51273451225078,12.125342142461644
Fagus,2021-01-01,0.233,49.512774664055826,12.125588943978109
Fagus,2021-01-01,0.251,49.51272153110822,12.125556974275677
Fagus,2021-01-01,0.255,49.512795332720984,12.12542876955888
Fagus,2021-01-01,0.174,49.51262162956745,12.125532507557176
Fagus,2021-01-01,0.425,49.51290334338642,12.12609578847575
Fagus,2021-01-01,0.314,49.51263303516948,12.12526161384604
Fagus,2021-01-01,0.19399999999999998,49.51264422624697,12.12536206927602
Fagus,2021-01-01,0.153,49.51269022502549,12.126172458067723
Fagus,2021-01-01,0.076,49.512852926828806,12.126249191321666
Fagus,2021-01-01,0.126,49.512691028791345,12.125375068382956
Fagus,2021-01-01,0.159,49.51290740514023,12.125808627551775
Fagus,2021-01-01,0.124,49.51277889223849,12.126014464884797
Fagus,2021-01-01,0.243,49.512924293636324,12.125881610065381
Fagus,2021-01-01,0.203,49.512779550600214,12.125463901800389
Fagus,2021-01-01,0.185,49.512795300635645,12.125465197393163
Fagus,2021-01-01,0.07400000000000001,49.512926261477325,12.12622969347979
Fagus,2021-01-01,0.166,49.51295880748977,12.126192597573327
Fagus,2021-01-01,0.131,49.513000892078956,12.126098079932348
Fagus,2021-01-01,0.258,49.512679112142465,12.125561849565464
Fagus,2021-01-01,0.124,49.513045650815386,12.125996254899315
Fagus,2021-01-01,0.359,49.512808624867645,12.126012509432307
Fagus,2021-01-01,0.14800000000000002,49.5131006647542,12.125989423472602
Fagus,2021-01-01,0.23399999999999999,49.51256641892114,12.125032633275561
Fagus,2021-01-01,0.182,49.51269305849641,12.125425758299953
Fagus,2021-01-01,0.102,49.51281820895649,12.12603820043093
Fagus,2021-01-01,0.23800000000000002,49.51263466291793,12.125404391196321
Fagus,2021-01-01,0.1,49.51293772727289,12.125993985219306
