genus,date,dbh,latitude,longitude
Fagus,2016-01-01,0.794000015258789,48.73466716119031,11.778443214013908
Fagus,2016-01-01,0.7859999847412109,48.735020028165216,11.778387831318458
Fagus,2016-01-01,0.7809999847412109,48.734787487718215,11.778360891015842
Fagus,2016-01-01,0.7769999694824219,48.734906984539954,11.778641592186275
Fagus,2016-01-01,0.7630000305175781,48.734987022186765,11.778494392272934
Fagus,2016-01-01,0.7340000152587891,48.73473787624826,11.778210440840693
Fagus,2016-01-01,0.7240000152587891,48.73529553335856,11.77865336217639
Fagus,2016-01-01,0.7219999694824218,48.7345467665694,11.779071904396538
Fagus,2016-01-01,0.7169999694824218,48.73487788555303,11.778102465014797
Fagus,2016-01-01,0.705999984741211,48.73486903448663,11.778623534076498
Pinus,2016-01-01,0.7030000305175781,48.734617952297754,11.778765185579868
Fagus,2016-01-01,0.7019999694824218,48.735023624808996,11.778125335126859
Fagus,2016-01-01,0.700999984741211,48.735068712455686,11.778555448179524
Pinus,2016-01-01,0.6980000305175781,48.734442395336885,11.778576371939188
Picea,2016-01-01,0.6890000152587891,48.73520542222864,11.778952784643185
Pinus,2016-01-01,0.6869999694824219,48.73518703076709,11.779099401939463
Fagus,2016-01-01,0.6819999694824219,48.73470254144091,11.77938355095476
Fagus,2016-01-01,0.6780000305175782,48.734717955894716,11.778406302010701
Fagus,2016-01-01,0.6769999694824219,48.73479226844461,11.778118575640462
Pinus,2016-01-01,0.675,48.73476007161762,11.778833383753094
Pinus,2016-01-01,0.6709999847412109,48.73461284771865,11.77929380510106
Fagus,2016-01-01,0.6680000305175782,48.73491393287348,11.778481585747201
Pinus,2016-01-01,0.6669999694824219,48.734647434874965,11.779096114038815
Fagus,2016-01-01,0.66,48.734630652803794,11.778405451848858
Fagus,2016-01-01,0.659000015258789,48.734914370839334,11.778255508420418
Picea,2016-01-01,0.659000015258789,48.73471538522153,11.778097533900832
Fagus,2016-01-01,0.6569999694824219,48.7349416537249,11.778784457923924
Fagus,2016-01-01,0.6509999847412109,48.734881677840846,11.779226945393198
Pinus,2016-01-01,0.6469999694824219,48.735000891006464,11.778996807346058
Fagus,2016-01-01,0.645,48.73527549323578,11.778491858404784
Picea,2016-01-01,0.6419999694824219,48.73464348232494,11.779411066531354
Fagus,2016-01-01,0.6379999923706055,48.73482710039146,11.778536603525941
Pinus,2016-01-01,0.6370000076293946,48.734429637526816,11.779225643634065
Fagus,2016-01-01,0.6340000152587891,48.734975501644314,11.77865751525926
Fagus,2016-01-01,0.6279999923706054,48.735099938604954,11.779284146931984
Picea,2016-01-01,0.6279999923706054,48.73475036324808,11.779451007143455
Pinus,2016-01-01,0.6259999847412109,48.735260059587034,11.778860536179222
Pinus,2016-01-01,0.625,48.73459008450979,11.778986734539279
Picea,2016-01-01,0.6240000152587891,48.7352535994507,11.778467898847074
Picea,2016-01-01,0.6209999847412109,48.735104690639716,11.77817946603108
Pinus,2016-01-01,0.6140000152587891,48.73519853103414,11.778326242288799
Pinus,2016-01-01,0.6109999847412109,48.735151240412975,11.778748099237006
Pinus,2016-01-01,0.6059999847412109,48.73530593529298,11.778226661594674
Fagus,2016-01-01,0.6040000152587891,48.73488448153824,11.778396635017682
Pinus,2016-01-01,0.5979999923706054,48.7350749254127,11.778929974227788
Fagus,2016-01-01,0.5959999847412109,48.73468914483227,11.779056967514238
Picea,2016-01-01,0.5929999923706055,48.73455023661649,11.778988506271132
Fagus,2016-01-01,0.5909999847412108,48.73502404163766,11.778810791285666
Pinus,2016-01-01,0.5829999923706055,48.73443845774714,11.77897281838917
Pinus,2016-01-01,0.5829999923706055,48.73468181130706,11.77892658483252
Fagus,2016-01-01,0.5829999923706055,48.734553334199234,11.778520049140575
Pinus,2016-01-01,0.58,48.73461221973279,11.778834433370658
Pinus,2016-01-01,0.5790000152587891,48.73455647634971,11.77871937880635
Pinus,2016-01-01,0.5790000152587891,48.73514471470802,11.778284565316786
Pinus,2016-01-01,0.5790000152587891,48.73455036913289,11.778255169142843
Pinus,2016-01-01,0.5759999847412108,48.73483940446647,11.778849509317919
Pinus,2016-01-01,0.5759999847412108,48.73515874942751,11.779250146260853
Pinus,2016-01-01,0.5740000152587892,48.73491013981501,11.779250170796399
Fagus,2016-01-01,0.5729999923706055,48.73462129665393,11.778108240369967
Pinus,2016-01-01,0.5709999847412108,48.73521270140992,11.778151397912758
Pinus,2016-01-01,0.5679999923706055,48.734846572252614,11.778790017516245
Fagus,2016-01-01,0.5679999923706055,48.73488665100766,11.779052889374087
Fagus,2016-01-01,0.5679999923706055,48.735293387020135,11.778769364710802
Fagus,2016-01-01,0.565,48.73513263135905,11.779463429616795
Pinus,2016-01-01,0.5640000152587892,48.73526773329806,11.77946116814693
Pinus,2016-01-01,0.5640000152587892,48.73529561134649,11.779034692715097
Pinus,2016-01-01,0.5629999923706055,48.73450821378542,11.779324787604024
Fagus,2016-01-01,0.5620000076293945,48.735212497152766,11.779438481037253
Fagus,2016-01-01,0.56,48.73508675730448,11.779079113455689
Pinus,2016-01-01,0.5590000152587892,48.73529033613312,11.779336308559955
Pinus,2016-01-01,0.5590000152587892,48.73461030553344,11.778729733935192
Pinus,2016-01-01,0.5509999847412108,48.73462039411451,11.778520999700536
Fagus,2016-01-01,0.5490000152587892,48.73514374067167,11.778533398224575
Pinus,2016-01-01,0.5470000076293945,48.73467217664691,11.77859995232631
Pinus,2016-01-01,0.5440000152587892,48.73467461013524,11.778758770629327
Pinus,2016-01-01,0.5420000076293945,48.734675741570406,11.779246262868803
Pinus,2016-01-01,0.5409999847412109,48.734885458119216,11.778950996247767
Pinus,2016-01-01,0.5390000152587892,48.73491314685958,11.778958909502476
Pinus,2016-01-01,0.5390000152587892,48.73519803224131,11.778578098633691
Fagus,2016-01-01,0.535,48.73523303116257,11.779249137022209
Pinus,2016-01-01,0.535,48.7349711901613,11.778920177011274
Pinus,2016-01-01,0.5340000152587892,48.73478088961429,11.778674856090273
Pinus,2016-01-01,0.5329999923706055,48.7344114784645,11.77906532451298
Pinus,2016-01-01,0.5329999923706055,48.73529999869379,11.779203685758048
Pinus,2016-01-01,0.5309999847412109,48.734772225140524,11.779059420791071
Fagus,2016-01-01,0.53,48.73514829791275,11.77821372503865
Fagus,2016-01-01,0.53,48.73450970863012,11.77817744708447
Pinus,2016-01-01,0.5259999847412109,48.73506431853521,11.779318650763
Pinus,2016-01-01,0.525,48.7353115716908,11.779110557090837
Fagus,2016-01-01,0.5240000152587891,48.734579744827144,11.778150207638895
Pinus,2016-01-01,0.5209999847412109,48.734455443360304,11.778362870332325
Fagus,2016-01-01,0.52,48.735165121436175,11.778119454205811
Fagus,2016-01-01,0.5190000152587891,48.73489454132165,11.778284575367755
Picea,2016-01-01,0.5190000152587891,48.73488221114423,11.779391256085951
Pinus,2016-01-01,0.5179999923706055,48.73486172978116,11.778963974359817
Pinus,2016-01-01,0.5170000076293946,48.735289574475715,11.77888875579138
Fagus,2016-01-01,0.5159999847412109,48.73531344719261,11.778477005455567
Pinus,2016-01-01,0.5159999847412109,48.73452699996611,11.779251536453362
Pinus,2016-01-01,0.515,48.734483840563435,11.779148847474143
Pinus,2016-01-01,0.515,48.734860014632886,11.77912958758388
Pinus,2016-01-01,0.5120000076293946,48.73451133746184,11.77942269499341
Pinus,2016-01-01,0.5120000076293946,48.73473329258649,11.778942812120416
Pinus,2016-01-01,0.5120000076293946,48.734839102790865,11.779199478574407
Fagus,2016-01-01,0.5079999923706054,48.7348470575785,11.778241403981065
Pinus,2016-01-01,0.5079999923706054,48.73490896317734,11.779342165611641
Fagus,2016-01-01,0.5070000076293946,48.73529811641585,11.778979231979896
Pinus,2016-01-01,0.5059999847412109,48.73509043246992,11.77902311458709
Pinus,2016-01-01,0.5040000152587891,48.73445764549094,11.779413823373703
Pinus,2016-01-01,0.5040000152587891,48.73475135963708,11.778515703184157
Pinus,2016-01-01,0.5040000152587891,48.73455521742869,11.77919874718214
Fagus,2016-01-01,0.5029999923706054,48.73449135139717,11.778415954798994
Fagus,2016-01-01,0.5,48.735095774123124,11.778708642105679
Fagus,2016-01-01,0.4990000152587891,48.7353078336363,11.779429137713898
Picea,2016-01-01,0.4990000152587891,48.734753378993425,11.779017825547198
Pinus,2016-01-01,0.4979999923706055,48.73475817195991,11.778467079113977
Fagus,2016-01-01,0.4940000152587891,48.73477939419634,11.77902899734149
Pinus,2016-01-01,0.4940000152587891,48.73444349717777,11.778794842807985
Pinus,2016-01-01,0.4929999923706055,48.73522404028749,11.77843591993172
Pinus,2016-01-01,0.49,48.7346516342184,11.778884501272303
Pinus,2016-01-01,0.4879999923706055,48.73510741217908,11.778769625771863
Fagus,2016-01-01,0.48700000762939455,48.73526090204554,11.779062275078756
Pinus,2016-01-01,0.48599998474121087,48.735265971865374,11.778317346601481
Pinus,2016-01-01,0.47900001525878916,48.734739404324664,11.778696192457193
Pinus,2016-01-01,0.47900001525878916,48.73519880157364,11.778277983290979
Pinus,2016-01-01,0.47900001525878916,48.73469880012822,11.779235873773816
Pinus,2016-01-01,0.475,48.735116416446026,11.779370292257857
Pinus,2016-01-01,0.47400001525878915,48.735173408323945,11.779191880755342
Fagus,2016-01-01,0.47299999237060547,48.734911670030904,11.778754225885141
Picea,2016-01-01,0.47099998474121085,48.734500941651035,11.778531223368883
Pinus,2016-01-01,0.46900001525878915,48.734439059795214,11.779119259839916
Pinus,2016-01-01,0.46599998474121085,48.73524013418756,11.779322890046034
